gender,age_group,country,product_name,category,quantity,unit_price,order_status,payment_method,review_text
Female,Senior,Brazil,Wilson Tennis Racket,Sports,1,149,Pending,PayPal,very good
Other,Senior,India,Levi's Jeans,Apparel,2,59,Shipped,Credit Card,very bad
Other,Teenagers,Canada,Barbie Dreamhouse,Toys,4,199,Delivered,Cash on Delivery,average
Other,Adults,India,Wilson Tennis Racket,Sports,2,149,Delivered,Credit Card,good
Other,Senior,UK,Lego Star Wars Set,Toys,5,59,Returned,Cash on Delivery,very bad
Male,Senior,UK,Lego Star Wars Set,Toys,3,59,Shipped,Credit Card,very bad
Other,Senior,Australia,Adidas Running Shoes,Apparel,3,110,Shipped,Credit Card,very bad
Other,Teenagers,China,Harry Potter Box Set,Books,3,80,Shipped,Credit Card,bad
Female,Adults,China,Dyson Vacuum,Home & Kitchen,3,399,Cancelled,PayPal,average
Female,Adults,USA,Dyson Vacuum,Home & Kitchen,4,399,Delivered,PayPal,average
Other,Senior,China,Harry Potter Box Set,Books,1,80,Shipped,Credit Card,bad
Other,Teenagers,USA,Yoga Mat,Sports,5,25,Pending,Credit Card,average
Other,Senior,Japan,Lego Star Wars Set,Toys,4,59,Cancelled,Cash on Delivery,good
Male,Teenagers,India,Wilson Tennis Racket,Sports,2,149,Cancelled,PayPal,bad
Male,Teenagers,China,Nike Air Max,Apparel,5,120,Delivered,Cash on Delivery,good
Female,Teenagers,India,Fitbit Versa 3,Electronics,4,229,Shipped,Cash on Delivery,average
Male,Adults,India,Harry Potter Box Set,Books,2,80,Delivered,PayPal,average
Other,Teenagers,France,Instant Pot,Home & Kitchen,5,99,Cancelled,PayPal,bad
Other,Adults,Canada,Wilson Tennis Racket,Sports,2,149,Shipped,Cash on Delivery,average
Female,Teenagers,Brazil,Adidas Running Shoes,Apparel,3,110,Delivered,PayPal,bad
Male,Adults,Canada,Yoga Mat,Sports,1,25,Pending,Credit Card,very good
Male,Senior,Canada,Kindle Paperwhite,Books,4,129,Cancelled,Credit Card,very good
Male,Teenagers,UK,Barbie Dreamhouse,Toys,4,199,Pending,Credit Card,very bad
Other,Teenagers,Brazil,Barbie Dreamhouse,Toys,4,199,Cancelled,PayPal,very good
Female,Teenagers,Japan,Lego Star Wars Set,Toys,1,59,Pending,PayPal,very bad
Male,Senior,Japan,Kindle Paperwhite,Books,3,129,Returned,Cash on Delivery,very good
Other,Adults,India,Lego Star Wars Set,Toys,2,59,Cancelled,Credit Card,good
Male,Adults,USA,Harry Potter Box Set,Books,4,80,Delivered,PayPal,bad
Other,Teenagers,France,Barbie Dreamhouse,Toys,3,199,Cancelled,Credit Card,very bad
Female,Teenagers,USA,iPhone 14,Electronics,1,999,Returned,PayPal,bad
Other,Adults,France,Wilson Tennis Racket,Sports,5,149,Shipped,PayPal,very good
Other,Teenagers,Australia,Lego Star Wars Set,Toys,4,59,Shipped,Cash on Delivery,very good
Other,Teenagers,Japan,Yoga Mat,Sports,1,25,Cancelled,PayPal,good
Male,Senior,France,Dyson Vacuum,Home & Kitchen,4,399,Pending,Credit Card,bad
Male,Adults,Australia,Kindle Paperwhite,Books,1,129,Pending,Credit Card,bad
Other,Teenagers,Australia,Nike Air Max,Apparel,5,120,Delivered,Credit Card,very bad
Female,Adults,France,Levi's Jeans,Apparel,4,59,Pending,Credit Card,average
Other,Teenagers,China,Barbie Dreamhouse,Toys,2,199,Delivered,Cash on Delivery,average
Other,Adults,Japan,Wilson Tennis Racket,Sports,3,149,Returned,PayPal,average
Male,Teenagers,Brazil,Wilson Tennis Racket,Sports,2,149,Shipped,Cash on Delivery,very good
Other,Adults,China,Nike Air Max,Apparel,4,120,Cancelled,Credit Card,bad
Male,Senior,Canada,Samsung Galaxy S23,Electronics,5,899,Delivered,Cash on Delivery,bad
Male,Teenagers,Japan,Lego Star Wars Set,Toys,5,59,Returned,PayPal,very good
Male,Senior,France,Sony Headphones,Electronics,2,199,Shipped,Credit Card,bad
Other,Senior,India,Yoga Mat,Sports,2,25,Cancelled,Cash on Delivery,good
Male,Teenagers,Australia,Harry Potter Box Set,Books,3,80,Cancelled,PayPal,very good
Male,Senior,USA,Harry Potter Box Set,Books,4,80,Shipped,Credit Card,bad
Female,Teenagers,Canada,Adidas Running Shoes,Apparel,3,110,Delivered,PayPal,good
Female,Adults,France,Wilson Tennis Racket,Sports,1,149,Returned,PayPal,very good
Female,Adults,Australia,iPhone 14,Electronics,1,999,Delivered,Credit Card,bad
Female,Teenagers,UK,Levi's Jeans,Apparel,4,59,Delivered,Cash on Delivery,good
Male,Teenagers,UK,Wilson Tennis Racket,Sports,3,149,Pending,Credit Card,very bad
Male,Senior,China,Adidas Running Shoes,Apparel,1,110,Delivered,Cash on Delivery,good
Other,Adults,India,Kindle Paperwhite,Books,4,129,Shipped,Credit Card,bad
Other,Senior,China,Adidas Running Shoes,Apparel,1,110,Shipped,PayPal,bad
Other,Senior,Germany,Adidas Running Shoes,Apparel,2,110,Shipped,PayPal,bad
Other,Adults,UK,Lego Star Wars Set,Toys,5,59,Pending,Credit Card,very good
Male,Teenagers,Canada,Lego Star Wars Set,Toys,1,59,Delivered,Credit Card,average
Other,Teenagers,USA,Kindle Paperwhite,Books,2,129,Delivered,Cash on Delivery,very good
Male,Senior,Germany,Sony Headphones,Electronics,4,199,Shipped,PayPal,very good
Female,Teenagers,UK,Adidas Running Shoes,Apparel,5,110,Cancelled,PayPal,very bad
Other,Adults,Brazil,Fitbit Versa 3,Electronics,4,229,Cancelled,Credit Card,average
Male,Senior,UK,Levi's Jeans,Apparel,3,59,Pending,Cash on Delivery,average
Male,Teenagers,UK,Lego Star Wars Set,Toys,4,59,Delivered,Credit Card,very good
Male,Senior,USA,Adidas Running Shoes,Apparel,5,110,Pending,Credit Card,very good
Male,Adults,India,Levi's Jeans,Apparel,2,59,Pending,PayPal,very bad
Female,Adults,USA,Sony Headphones,Electronics,5,199,Delivered,Credit Card,good
Male,Senior,Australia,Dyson Vacuum,Home & Kitchen,5,399,Delivered,Cash on Delivery,average
Male,Teenagers,Canada,Adidas Running Shoes,Apparel,3,110,Pending,Cash on Delivery,very bad
Other,Senior,Brazil,Kindle Paperwhite,Books,4,129,Returned,Credit Card,bad
Male,Senior,China,Kindle Paperwhite,Books,1,129,Returned,Cash on Delivery,average
Female,Senior,Australia,Sony Headphones,Electronics,4,199,Pending,PayPal,average
Female,Teenagers,Germany,Kindle Paperwhite,Books,1,129,Delivered,Cash on Delivery,very good
Female,Teenagers,Germany,Kindle Paperwhite,Books,5,129,Cancelled,Credit Card,average
Other,Teenagers,Japan,Lego Star Wars Set,Toys,3,59,Cancelled,Cash on Delivery,good
Female,Teenagers,Germany,Wilson Tennis Racket,Sports,2,149,Shipped,Cash on Delivery,very bad
Male,Senior,UK,Kindle Paperwhite,Books,4,129,Returned,Cash on Delivery,average
Female,Senior,Brazil,Dyson Vacuum,Home & Kitchen,1,399,Shipped,Cash on Delivery,very bad
Male,Adults,India,Harry Potter Box Set,Books,4,80,Delivered,Cash on Delivery,average
Male,Adults,USA,iPhone 14,Electronics,3,999,Pending,Credit Card,very good
Male,Teenagers,USA,Wilson Tennis Racket,Sports,2,149,Cancelled,Cash on Delivery,very good
Female,Teenagers,Brazil,Dyson Vacuum,Home & Kitchen,2,399,Delivered,Cash on Delivery,average
Other,Senior,India,Sony Headphones,Electronics,1,199,Shipped,Credit Card,good
Male,Adults,USA,Adidas Running Shoes,Apparel,3,110,Delivered,Credit Card,very good
Female,Senior,China,Adidas Running Shoes,Apparel,5,110,Cancelled,Credit Card,very bad
Other,Senior,UK,Yoga Mat,Sports,3,25,Returned,Cash on Delivery,average
Female,Teenagers,France,Wilson Tennis Racket,Sports,3,149,Delivered,Credit Card,average
Male,Adults,Japan,iPhone 14,Electronics,4,999,Shipped,PayPal,good
Other,Adults,China,Dyson Vacuum,Home & Kitchen,1,399,Delivered,PayPal,average
Male,Teenagers,Australia,Fitbit Versa 3,Electronics,3,229,Pending,Cash on Delivery,average
Male,Teenagers,USA,Yoga Mat,Sports,4,25,Shipped,Cash on Delivery,very bad
Male,Teenagers,UK,Yoga Mat,Sports,4,25,Returned,Credit Card,good
Other,Senior,China,Samsung Galaxy S23,Electronics,4,899,Pending,PayPal,good
Female,Teenagers,UK,Instant Pot,Home & Kitchen,1,99,Returned,Credit Card,bad
Female,Adults,Australia,Instant Pot,Home & Kitchen,5,99,Shipped,Cash on Delivery,average
Male,Teenagers,Brazil,Kindle Paperwhite,Books,2,129,Shipped,Cash on Delivery,good
Other,Adults,Japan,Sony Headphones,Electronics,3,199,Shipped,PayPal,very good
Other,Senior,USA,Levi's Jeans,Apparel,2,59,Cancelled,PayPal,very good
Male,Teenagers,Canada,iPhone 14,Electronics,5,999,Delivered,Credit Card,average
Female,Teenagers,Brazil,Samsung Galaxy S23,Electronics,2,899,Cancelled,PayPal,bad
Male,Adults,Germany,Adidas Running Shoes,Apparel,4,110,Cancelled,PayPal,very bad
Male,Adults,China,Samsung Galaxy S23,Electronics,1,899,Cancelled,PayPal,bad
Male,Adults,France,Wilson Tennis Racket,Sports,3,149,Shipped,PayPal,bad
Other,Senior,Brazil,Lego Star Wars Set,Toys,2,59,Cancelled,Cash on Delivery,very good
Other,Teenagers,India,Lego Star Wars Set,Toys,5,59,Shipped,Cash on Delivery,average
Male,Senior,Australia,Nike Air Max,Apparel,2,120,Delivered,PayPal,very bad
Other,Teenagers,Australia,Barbie Dreamhouse,Toys,2,199,Pending,PayPal,average
Female,Teenagers,India,Yoga Mat,Sports,2,25,Pending,PayPal,very bad
Male,Adults,UK,Fitbit Versa 3,Electronics,1,229,Shipped,PayPal,bad
Female,Senior,UK,Samsung Galaxy S23,Electronics,2,899,Cancelled,PayPal,very good
Male,Adults,USA,Levi's Jeans,Apparel,1,59,Returned,PayPal,very bad
Male,Adults,USA,Wilson Tennis Racket,Sports,1,149,Delivered,PayPal,very bad
Other,Adults,USA,Levi's Jeans,Apparel,5,59,Pending,Credit Card,average
Female,Adults,Canada,Levi's Jeans,Apparel,2,59,Cancelled,Cash on Delivery,very bad
Male,Adults,India,Sony Headphones,Electronics,2,199,Delivered,Cash on Delivery,very good
Male,Teenagers,France,Yoga Mat,Sports,3,25,Delivered,Credit Card,average
Female,Senior,Japan,Samsung Galaxy S23,Electronics,2,899,Cancelled,Cash on Delivery,average
Male,Senior,Australia,Kindle Paperwhite,Books,2,129,Returned,PayPal,bad
Male,Adults,Australia,Fitbit Versa 3,Electronics,2,229,Cancelled,Credit Card,bad
Female,Teenagers,Australia,Kindle Paperwhite,Books,2,129,Cancelled,Cash on Delivery,very bad
Female,Senior,France,Nike Air Max,Apparel,1,120,Delivered,PayPal,bad
Male,Adults,UK,Sony Headphones,Electronics,5,199,Pending,PayPal,average
Male,Adults,Canada,Harry Potter Box Set,Books,2,80,Pending,PayPal,average
Female,Senior,Japan,Adidas Running Shoes,Apparel,4,110,Shipped,Credit Card,very bad
Male,Senior,France,Adidas Running Shoes,Apparel,3,110,Pending,Credit Card,very bad
Other,Teenagers,China,Dyson Vacuum,Home & Kitchen,4,399,Delivered,Credit Card,bad
Other,Senior,China,Wilson Tennis Racket,Sports,4,149,Shipped,Credit Card,average
Female,Teenagers,Canada,Fitbit Versa 3,Electronics,3,229,Returned,Credit Card,very bad
Male,Teenagers,Germany,Lego Star Wars Set,Toys,1,59,Returned,Cash on Delivery,bad
Other,Adults,USA,Levi's Jeans,Apparel,5,59,Returned,Cash on Delivery,average
Female,Teenagers,India,Fitbit Versa 3,Electronics,1,229,Delivered,PayPal,very bad
Other,Senior,France,Yoga Mat,Sports,3,25,Cancelled,PayPal,good
Male,Adults,Germany,Wilson Tennis Racket,Sports,2,149,Delivered,Credit Card,bad
Other,Adults,Australia,Wilson Tennis Racket,Sports,1,149,Cancelled,Cash on Delivery,very good
Female,Senior,China,Lego Star Wars Set,Toys,1,59,Returned,Cash on Delivery,very bad
Male,Adults,Canada,Yoga Mat,Sports,4,25,Delivered,PayPal,very good
Male,Adults,India,Dyson Vacuum,Home & Kitchen,1,399,Returned,Credit Card,bad
Male,Adults,India,Harry Potter Box Set,Books,4,80,Returned,PayPal,good
Female,Senior,Brazil,Kindle Paperwhite,Books,3,129,Pending,Cash on Delivery,good
Female,Adults,Canada,Levi's Jeans,Apparel,1,59,Cancelled,Cash on Delivery,very bad
Male,Senior,UK,Dyson Vacuum,Home & Kitchen,5,399,Delivered,Cash on Delivery,good
Female,Teenagers,Brazil,Sony Headphones,Electronics,1,199,Cancelled,Cash on Delivery,good
Other,Adults,India,Yoga Mat,Sports,3,25,Pending,Cash on Delivery,good
Female,Adults,Japan,Dyson Vacuum,Home & Kitchen,3,399,Delivered,Credit Card,very bad
Female,Teenagers,USA,iPhone 14,Electronics,5,999,Cancelled,Cash on Delivery,average
Female,Senior,Brazil,Kindle Paperwhite,Books,5,129,Pending,PayPal,bad
Female,Adults,France,Nike Air Max,Apparel,2,120,Shipped,Credit Card,bad
Male,Adults,Germany,Nike Air Max,Apparel,4,120,Cancelled,PayPal,very good
Female,Senior,UK,Sony Headphones,Electronics,2,199,Returned,Cash on Delivery,very bad
Other,Adults,India,Levi's Jeans,Apparel,3,59,Shipped,Credit Card,bad
Other,Senior,USA,Kindle Paperwhite,Books,4,129,Pending,PayPal,average
Other,Senior,China,Nike Air Max,Apparel,3,120,Returned,Cash on Delivery,very good
Female,Teenagers,Australia,Instant Pot,Home & Kitchen,5,99,Returned,PayPal,average
Male,Senior,India,Harry Potter Box Set,Books,1,80,Shipped,Cash on Delivery,average
Female,Senior,UK,Sony Headphones,Electronics,3,199,Shipped,Credit Card,average
Male,Senior,Australia,Adidas Running Shoes,Apparel,5,110,Shipped,Credit Card,bad
Male,Teenagers,USA,Nike Air Max,Apparel,2,120,Returned,PayPal,good
Female,Adults,Australia,Instant Pot,Home & Kitchen,5,99,Shipped,PayPal,bad
Other,Senior,USA,Kindle Paperwhite,Books,5,129,Shipped,PayPal,average
Male,Adults,UK,Lego Star Wars Set,Toys,4,59,Delivered,Cash on Delivery,good
Other,Teenagers,India,Harry Potter Box Set,Books,3,80,Cancelled,Cash on Delivery,very bad
Male,Adults,Australia,Dyson Vacuum,Home & Kitchen,5,399,Shipped,Cash on Delivery,very good
Female,Senior,Australia,Dyson Vacuum,Home & Kitchen,2,399,Shipped,Cash on Delivery,very bad
Male,Senior,India,Adidas Running Shoes,Apparel,4,110,Pending,Cash on Delivery,very good
Female,Teenagers,India,Nike Air Max,Apparel,3,120,Cancelled,PayPal,very bad
Other,Adults,India,Kindle Paperwhite,Books,5,129,Shipped,PayPal,very good
Other,Teenagers,India,Instant Pot,Home & Kitchen,3,99,Delivered,Cash on Delivery,average
Male,Teenagers,Australia,Dyson Vacuum,Home & Kitchen,4,399,Returned,Credit Card,bad
Female,Teenagers,China,Lego Star Wars Set,Toys,3,59,Cancelled,Credit Card,average
Male,Senior,Australia,Sony Headphones,Electronics,5,199,Pending,Cash on Delivery,very bad
Male,Teenagers,Japan,Wilson Tennis Racket,Sports,5,149,Cancelled,PayPal,average
Male,Senior,Brazil,Instant Pot,Home & Kitchen,4,99,Shipped,Credit Card,bad
Male,Teenagers,UK,iPhone 14,Electronics,4,999,Returned,PayPal,very bad
Other,Teenagers,Germany,Nike Air Max,Apparel,4,120,Returned,PayPal,good
Other,Senior,India,Instant Pot,Home & Kitchen,3,99,Pending,Credit Card,good
Male,Teenagers,Brazil,Wilson Tennis Racket,Sports,4,149,Shipped,Cash on Delivery,very good
Female,Senior,China,Samsung Galaxy S23,Electronics,1,899,Shipped,Credit Card,bad
Male,Adults,France,Instant Pot,Home & Kitchen,3,99,Pending,PayPal,bad
Female,Teenagers,Germany,Barbie Dreamhouse,Toys,3,199,Pending,PayPal,very good
Female,Teenagers,France,iPhone 14,Electronics,1,999,Pending,Cash on Delivery,very good
Female,Adults,Japan,Sony Headphones,Electronics,5,199,Pending,PayPal,very good
Female,Teenagers,France,Fitbit Versa 3,Electronics,2,229,Pending,PayPal,bad
Other,Senior,India,Harry Potter Box Set,Books,1,80,Cancelled,PayPal,good
Male,Senior,Canada,Levi's Jeans,Apparel,5,59,Pending,PayPal,good
Male,Adults,UK,Instant Pot,Home & Kitchen,4,99,Returned,Cash on Delivery,very bad
Male,Adults,Canada,Nike Air Max,Apparel,1,120,Delivered,Cash on Delivery,average
Female,Adults,France,Sony Headphones,Electronics,2,199,Delivered,PayPal,bad
Other,Adults,China,Samsung Galaxy S23,Electronics,4,899,Returned,PayPal,bad
Male,Teenagers,Australia,Levi's Jeans,Apparel,4,59,Shipped,PayPal,average
Male,Adults,Canada,Nike Air Max,Apparel,4,120,Pending,Cash on Delivery,average
Female,Teenagers,Brazil,Barbie Dreamhouse,Toys,1,199,Returned,PayPal,bad
Other,Senior,USA,Barbie Dreamhouse,Toys,4,199,Pending,Credit Card,very good
Female,Adults,China,Adidas Running Shoes,Apparel,5,110,Pending,PayPal,very good
Female,Senior,India,Fitbit Versa 3,Electronics,1,229,Returned,Credit Card,very bad
Male,Teenagers,India,Sony Headphones,Electronics,4,199,Pending,Credit Card,average
Male,Senior,Germany,Dyson Vacuum,Home & Kitchen,2,399,Shipped,Credit Card,average
Female,Senior,Japan,Nike Air Max,Apparel,4,120,Delivered,Cash on Delivery,average
Female,Adults,Australia,Harry Potter Box Set,Books,2,80,Pending,Cash on Delivery,bad
Other,Teenagers,India,Instant Pot,Home & Kitchen,1,99,Cancelled,PayPal,very good
Female,Teenagers,UK,iPhone 14,Electronics,4,999,Delivered,Cash on Delivery,average
Other,Senior,France,Harry Potter Box Set,Books,5,80,Cancelled,PayPal,average
Male,Senior,Brazil,Levi's Jeans,Apparel,2,59,Returned,Cash on Delivery,very bad
Female,Teenagers,UK,Adidas Running Shoes,Apparel,5,110,Returned,PayPal,bad
Male,Adults,France,Wilson Tennis Racket,Sports,5,149,Returned,Cash on Delivery,very good
Other,Teenagers,Germany,Adidas Running Shoes,Apparel,3,110,Pending,Cash on Delivery,very good
Other,Adults,China,Barbie Dreamhouse,Toys,1,199,Pending,PayPal,bad
Other,Senior,Germany,Kindle Paperwhite,Books,2,129,Shipped,PayPal,bad
Male,Adults,Germany,Nike Air Max,Apparel,2,120,Returned,Cash on Delivery,average
Female,Teenagers,Brazil,Kindle Paperwhite,Books,2,129,Delivered,Cash on Delivery,good
Other,Adults,USA,iPhone 14,Electronics,2,999,Returned,Cash on Delivery,bad
Female,Adults,China,Nike Air Max,Apparel,4,120,Cancelled,Cash on Delivery,bad
Female,Senior,China,Levi's Jeans,Apparel,1,59,Shipped,PayPal,good
Other,Teenagers,France,Harry Potter Box Set,Books,2,80,Shipped,PayPal,average
Other,Adults,Japan,Dyson Vacuum,Home & Kitchen,5,399,Returned,Cash on Delivery,good
Male,Teenagers,France,Barbie Dreamhouse,Toys,3,199,Delivered,PayPal,average
Male,Teenagers,UK,Barbie Dreamhouse,Toys,2,199,Shipped,Cash on Delivery,average
Female,Adults,France,Nike Air Max,Apparel,1,120,Delivered,Cash on Delivery,very bad
Female,Adults,China,Dyson Vacuum,Home & Kitchen,5,399,Cancelled,Cash on Delivery,good
Other,Senior,Australia,Samsung Galaxy S23,Electronics,1,899,Returned,Cash on Delivery,average
Other,Teenagers,Japan,Fitbit Versa 3,Electronics,2,229,Pending,PayPal,good
Other,Teenagers,India,Adidas Running Shoes,Apparel,1,110,Shipped,Cash on Delivery,very bad
Other,Senior,India,Fitbit Versa 3,Electronics,2,229,Returned,PayPal,good
Female,Adults,Japan,Samsung Galaxy S23,Electronics,4,899,Returned,PayPal,very good
Female,Teenagers,India,Instant Pot,Home & Kitchen,3,99,Returned,PayPal,average
Other,Senior,Japan,Harry Potter Box Set,Books,4,80,Delivered,PayPal,average
Female,Adults,China,Lego Star Wars Set,Toys,4,59,Cancelled,PayPal,very good
Other,Adults,Brazil,Adidas Running Shoes,Apparel,1,110,Pending,Cash on Delivery,very good
Other,Senior,UK,Levi's Jeans,Apparel,3,59,Shipped,Credit Card,average
Other,Adults,France,Samsung Galaxy S23,Electronics,1,899,Shipped,Cash on Delivery,bad
Female,Adults,USA,Dyson Vacuum,Home & Kitchen,4,399,Delivered,Credit Card,very bad
Male,Adults,India,Kindle Paperwhite,Books,1,129,Delivered,Cash on Delivery,very bad
Female,Senior,Australia,Adidas Running Shoes,Apparel,2,110,Shipped,Cash on Delivery,very good
Male,Senior,Canada,Sony Headphones,Electronics,2,199,Returned,Cash on Delivery,average
Male,Senior,USA,Samsung Galaxy S23,Electronics,4,899,Returned,Credit Card,very bad
Male,Senior,India,Nike Air Max,Apparel,2,120,Pending,Cash on Delivery,very good
Female,Teenagers,Brazil,Levi's Jeans,Apparel,5,59,Returned,Cash on Delivery,very good
Male,Teenagers,France,Harry Potter Box Set,Books,5,80,Pending,PayPal,bad
Other,Teenagers,France,Samsung Galaxy S23,Electronics,2,899,Shipped,PayPal,very bad
Male,Senior,Australia,Yoga Mat,Sports,3,25,Returned,PayPal,very bad
Male,Teenagers,India,Samsung Galaxy S23,Electronics,1,899,Shipped,Cash on Delivery,very bad
Male,Adults,India,Levi's Jeans,Apparel,4,59,Returned,PayPal,very good
Other,Teenagers,Japan,Barbie Dreamhouse,Toys,2,199,Cancelled,Credit Card,average
Male,Senior,Australia,iPhone 14,Electronics,1,999,Cancelled,Cash on Delivery,bad
Male,Senior,France,Samsung Galaxy S23,Electronics,5,899,Delivered,Credit Card,bad
Other,Senior,Brazil,Fitbit Versa 3,Electronics,1,229,Cancelled,Cash on Delivery,bad
Other,Adults,France,iPhone 14,Electronics,3,999,Cancelled,Credit Card,good
Male,Teenagers,Canada,iPhone 14,Electronics,1,999,Shipped,PayPal,bad
Male,Teenagers,Brazil,Barbie Dreamhouse,Toys,3,199,Shipped,Cash on Delivery,very bad
Other,Teenagers,Brazil,Levi's Jeans,Apparel,1,59,Delivered,Cash on Delivery,good
Female,Adults,Canada,Dyson Vacuum,Home & Kitchen,1,399,Cancelled,Cash on Delivery,bad
Male,Teenagers,Germany,Wilson Tennis Racket,Sports,3,149,Delivered,Credit Card,average
Female,Adults,UK,Adidas Running Shoes,Apparel,3,110,Shipped,PayPal,good
Female,Adults,China,Nike Air Max,Apparel,4,120,Shipped,Credit Card,good
Female,Adults,India,Lego Star Wars Set,Toys,4,59,Shipped,Credit Card,very good
Female,Adults,France,Nike Air Max,Apparel,3,120,Delivered,PayPal,very good
Female,Adults,UK,Samsung Galaxy S23,Electronics,2,899,Cancelled,Cash on Delivery,bad
Other,Teenagers,Brazil,iPhone 14,Electronics,1,999,Delivered,Credit Card,very good
Female,Teenagers,China,Fitbit Versa 3,Electronics,5,229,Delivered,Cash on Delivery,very bad
Female,Teenagers,Canada,Instant Pot,Home & Kitchen,3,99,Pending,Credit Card,bad
Other,Adults,China,Lego Star Wars Set,Toys,1,59,Cancelled,Credit Card,bad
Female,Senior,India,Wilson Tennis Racket,Sports,1,149,Shipped,Cash on Delivery,good
Female,Adults,France,Adidas Running Shoes,Apparel,3,110,Shipped,Credit Card,average
Female,Adults,France,Dyson Vacuum,Home & Kitchen,2,399,Returned,PayPal,average
Female,Adults,Brazil,Sony Headphones,Electronics,2,199,Delivered,Credit Card,good
Other,Adults,Canada,Harry Potter Box Set,Books,1,80,Pending,Credit Card,average
Male,Teenagers,China,Samsung Galaxy S23,Electronics,4,899,Pending,PayPal,average
Female,Teenagers,France,Sony Headphones,Electronics,1,199,Pending,Credit Card,bad
Female,Senior,Germany,Levi's Jeans,Apparel,3,59,Returned,PayPal,good
Other,Senior,Australia,Wilson Tennis Racket,Sports,2,149,Shipped,Cash on Delivery,very bad
Male,Adults,India,Samsung Galaxy S23,Electronics,4,899,Returned,Credit Card,good
Female,Senior,France,Wilson Tennis Racket,Sports,5,149,Shipped,Credit Card,very bad
Female,Senior,China,Yoga Mat,Sports,2,25,Shipped,Credit Card,average
Female,Adults,Australia,Yoga Mat,Sports,1,25,Returned,Cash on Delivery,bad
Male,Teenagers,Australia,Levi's Jeans,Apparel,1,59,Pending,PayPal,bad
Other,Adults,India,Levi's Jeans,Apparel,1,59,Delivered,PayPal,good
Female,Senior,USA,Harry Potter Box Set,Books,2,80,Delivered,Credit Card,good
Male,Teenagers,Canada,Levi's Jeans,Apparel,5,59,Cancelled,Cash on Delivery,very good
Other,Teenagers,France,iPhone 14,Electronics,1,999,Delivered,Cash on Delivery,bad
Other,Adults,Germany,Adidas Running Shoes,Apparel,4,110,Pending,Credit Card,very good
Other,Senior,USA,Yoga Mat,Sports,4,25,Cancelled,PayPal,average
Female,Senior,Canada,Wilson Tennis Racket,Sports,4,149,Returned,PayPal,bad
Other,Senior,USA,Yoga Mat,Sports,1,25,Delivered,Credit Card,very good
Male,Senior,Germany,Harry Potter Box Set,Books,1,80,Cancelled,Credit Card,bad
Other,Teenagers,China,Sony Headphones,Electronics,5,199,Returned,PayPal,average
Female,Senior,USA,Kindle Paperwhite,Books,5,129,Pending,Credit Card,very good
Female,Senior,UK,Wilson Tennis Racket,Sports,3,149,Returned,PayPal,very bad
Male,Senior,UK,Harry Potter Box Set,Books,1,80,Shipped,Credit Card,very bad
Female,Adults,China,Instant Pot,Home & Kitchen,3,99,Shipped,Credit Card,good
Male,Teenagers,USA,Levi's Jeans,Apparel,1,59,Pending,Credit Card,average
Female,Teenagers,Australia,Wilson Tennis Racket,Sports,3,149,Delivered,PayPal,bad
Other,Senior,India,Dyson Vacuum,Home & Kitchen,4,399,Shipped,PayPal,very bad
Other,Adults,France,Yoga Mat,Sports,4,25,Shipped,Cash on Delivery,very good
Male,Senior,Brazil,iPhone 14,Electronics,3,999,Shipped,PayPal,very good
Male,Senior,China,Barbie Dreamhouse,Toys,4,199,Shipped,Cash on Delivery,good
Other,Teenagers,Germany,Kindle Paperwhite,Books,1,129,Delivered,Credit Card,good
Male,Teenagers,Brazil,Barbie Dreamhouse,Toys,5,199,Shipped,Cash on Delivery,bad
Male,Teenagers,Australia,iPhone 14,Electronics,1,999,Returned,Credit Card,good
Female,Senior,Japan,iPhone 14,Electronics,3,999,Cancelled,PayPal,average
Other,Teenagers,Japan,Nike Air Max,Apparel,1,120,Returned,Credit Card,bad
Female,Teenagers,Japan,Yoga Mat,Sports,1,25,Shipped,Cash on Delivery,very bad
Female,Teenagers,Canada,Barbie Dreamhouse,Toys,3,199,Cancelled,Cash on Delivery,very good
Female,Senior,Brazil,Fitbit Versa 3,Electronics,2,229,Delivered,PayPal,good
Male,Teenagers,Japan,Harry Potter Box Set,Books,1,80,Cancelled,PayPal,very good
Other,Adults,Germany,Samsung Galaxy S23,Electronics,4,899,Pending,PayPal,average
Female,Teenagers,China,Instant Pot,Home & Kitchen,2,99,Cancelled,Credit Card,very bad
Other,Adults,Germany,Samsung Galaxy S23,Electronics,2,899,Pending,Credit Card,average
Female,Teenagers,UK,iPhone 14,Electronics,5,999,Returned,PayPal,very bad
Male,Teenagers,Australia,Lego Star Wars Set,Toys,3,59,Pending,Cash on Delivery,very good
Male,Adults,India,Lego Star Wars Set,Toys,5,59,Delivered,Credit Card,very bad
Female,Teenagers,France,Instant Pot,Home & Kitchen,3,99,Pending,Cash on Delivery,bad
Other,Senior,Japan,Levi's Jeans,Apparel,4,59,Cancelled,Cash on Delivery,bad
Female,Adults,UK,Harry Potter Box Set,Books,5,80,Cancelled,Cash on Delivery,average
Male,Adults,Germany,Instant Pot,Home & Kitchen,1,99,Cancelled,Cash on Delivery,good
Other,Teenagers,Australia,Lego Star Wars Set,Toys,1,59,Returned,PayPal,bad
Female,Adults,Australia,Harry Potter Box Set,Books,4,80,Delivered,PayPal,very good
Female,Senior,India,Harry Potter Box Set,Books,2,80,Returned,Credit Card,average
Other,Senior,Canada,Dyson Vacuum,Home & Kitchen,4,399,Pending,PayPal,very bad
